Date,Close,High,Low,Open,Volume,Ticker
,EGOLD.NS,EGOLD.NS,EGOLD.NS,EGOLD.NS,EGOLD.NS,
2024-01-01,64.80000305175781,65.55000305175781,62.25,65.1500015258789,212,EGOLD
2024-01-02,65.19999694824219,65.3499984741211,64.6500015258789,65.1500015258789,789,EGOLD
2024-01-03,64.8499984741211,65.44999694824219,64.55000305175781,65.3499984741211,3561,EGOLD
2024-01-04,64.5,65.3499984741211,64.25,64.94999694824219,801,EGOLD
2024-01-05,64.1500015258789,65.4000015258789,63.79999923706055,64.5,39618,EGOLD
2024-01-08,64.1500015258789,64.1500015258789,63.79999923706055,64.1500015258789,341,EGOLD
2024-01-09,64.1500015258789,64.19999694824219,63.79999923706055,64.1500015258789,8196,EGOLD
2024-01-10,64.19999694824219,64.19999694824219,63.70000076293945,64.0999984741211,36504,EGOLD
2024-01-11,64.05000305175781,66.1500015258789,63.79999923706055,66.1500015258789,687,EGOLD
2024-01-12,64.1500015258789,64.1500015258789,64.0,64.05000305175781,29814,EGOLD
2024-01-15,64.4000015258789,64.5,64.05000305175781,64.05000305175781,2615,EGOLD
2024-01-16,64.3499984741211,64.4000015258789,64.0,64.4000015258789,23346,EGOLD
2024-01-17,63.95000076293945,64.05000305175781,63.900001525878906,64.05000305175781,381,EGOLD
2024-01-19,64.1500015258789,64.1500015258789,63.650001525878906,63.95000076293945,20094,EGOLD
2024-01-23,63.79999923706055,64.25,63.79999923706055,64.19999694824219,138,EGOLD
2024-01-24,64.30000305175781,64.30000305175781,62.20000076293945,63.79999923706055,9945,EGOLD
2024-01-25,64.1500015258789,64.25,63.54999923706055,64.25,1201,EGOLD
2024-01-29,64.05000305175781,64.9000015258789,63.400001525878906,64.9000015258789,2441,EGOLD
2024-01-30,64.44999694824219,64.5,64.05000305175781,64.3499984741211,93143,EGOLD
2024-01-31,64.44999694824219,64.44999694824219,64.05000305175781,64.44999694824219,5755,EGOLD
2024-02-01,56.20000076293945,65.0,53.099998474121094,64.44999694824219,624,EGOLD
2024-02-02,64.80000305175781,65.4000015258789,64.4000015258789,64.80000305175781,62372,EGOLD
2024-02-05,64.0,65.3499984741211,62.0,65.3499984741211,10487,EGOLD
