Date,Close,High,Low,Open,Volume,Ticker
,MAKEINDIA.NS,MAKEINDIA.NS,MAKEINDIA.NS,MAKEINDIA.NS,MAKEINDIA.NS,
2024-01-01,111.61000061035156,115.05000305175781,111.51000213623047,115.05000305175781,14106,MAKEINDIA
2024-01-02,111.5199966430664,114.94999694824219,110.37999725341797,114.94999694824219,11226,MAKEINDIA
2024-01-03,111.2300033569336,114.8499984741211,110.70999908447266,114.8499984741211,15220,MAKEINDIA
2024-01-04,111.48999786376953,111.68000030517578,111.11000061035156,111.23999786376953,13642,MAKEINDIA
2024-01-05,111.58000183105469,112.94999694824219,110.94000244140625,112.94999694824219,11130,MAKEINDIA
2024-01-08,110.80000305175781,113.4800033569336,110.69999694824219,112.80000305175781,23691,MAKEINDIA
2024-01-09,111.20999908447266,112.19999694824219,111.01000213623047,112.19999694824219,3907,MAKEINDIA
2024-01-10,111.69000244140625,112.0,109.30000305175781,112.0,7561,MAKEINDIA
2024-01-11,112.25,112.2699966430664,111.80999755859375,111.9000015258789,28824,MAKEINDIA
2024-01-12,111.94999694824219,112.27999877929688,111.56999969482422,111.95999908447266,17669,MAKEINDIA
2024-01-15,112.66000366210938,113.80000305175781,111.80000305175781,113.80000305175781,11033,MAKEINDIA
2024-01-16,112.4800033569336,116.05000305175781,111.5199966430664,116.05000305175781,7098,MAKEINDIA
2024-01-17,110.94999694824219,111.97000122070312,109.0999984741211,109.0999984741211,16477,MAKEINDIA
2024-01-19,112.25,112.30000305175781,111.33999633789062,111.83000183105469,16721,MAKEINDIA
2024-01-23,109.94999694824219,112.44000244140625,109.5,112.2699966430664,18291,MAKEINDIA
2024-01-24,111.63999938964844,111.95999908447266,109.5,110.12000274658203,5122,MAKEINDIA
2024-01-25,111.37999725341797,113.25,110.5999984741211,113.25,21414,MAKEINDIA
2024-01-29,112.83999633789062,114.69999694824219,111.38999938964844,114.69999694824219,13376,MAKEINDIA
2024-01-30,112.36000061035156,114.3499984741211,112.05999755859375,114.3499984741211,29791,MAKEINDIA
2024-01-31,114.0,114.23999786376953,112.41000366210938,112.41000366210938,12643,MAKEINDIA
2024-02-01,113.70999908447266,114.55999755859375,113.45999908447266,114.19999694824219,20288,MAKEINDIA
2024-02-02,115.0,115.5999984741211,113.91000366210938,115.5999984741211,34628,MAKEINDIA
2024-02-05,115.26000213623047,116.44000244140625,115.0,115.73999786376953,41024,MAKEINDIA
2024-02-06,116.86000061035156,116.95999908447266,115.31999969482422,116.0999984741211,21855,MAKEINDIA
2024-02-07,117.12999725341797,119.0999984741211,116.41000366210938,119.0999984741211,18532,MAKEINDIA
2024-02-08,116.7699966430664,119.0999984741211,116.33000183105469,119.0999984741211,21719,MAKEINDIA
2024-02-09,116.2300033569336,120.25,114.62000274658203,120.25,43861,MAKEINDIA
2024-02-12,115.0999984741211,118.80000305175781,114.68000030517578,118.80000305175781,16633,MAKEINDIA
2024-02-13,115.18000030517578,115.2300033569336,113.94000244140625,115.08999633789062,8754,MAKEINDIA
2024-02-14,116.26000213623047,118.6500015258789,114.11000061035156,118.6500015258789,22890,MAKEINDIA
2024-02-15,117.02999877929688,119.75,116.51000213623047,119.75,12427,MAKEINDIA
2024-02-16,118.2699966430664,118.37999725341797,117.41000366210938,117.73999786376953,15337,MAKEINDIA
2024-02-19,118.80999755859375,119.5,118.27999877929688,119.5,15014,MAKEINDIA
2024-02-20,118.52999877929688,118.9000015258789,117.7300033569336,118.9000015258789,10472,MAKEINDIA
2024-02-21,118.22000122070312,119.23999786376953,117.69999694824219,118.76000213623047,17617,MAKEINDIA
