Date,Close,High,Low,Open,Volume,Ticker
,GOLD360.NS,GOLD360.NS,GOLD360.NS,GOLD360.NS,GOLD360.NS,
2025-03-17,87.5,87.69999694824219,86.5,87.0,96533,GOLD360
2025-03-18,87.69999694824219,88.0999984741211,87.0999984741211,87.80000305175781,11233,GOLD360
2025-03-19,87.6500015258789,89.9000015258789,87.6500015258789,89.9000015258789,2498,GOLD360
2025-03-20,88.19999694824219,88.69999694824219,88.19999694824219,88.6500015258789,2041,GOLD360
2025-03-21,87.25,88.19999694824219,87.0,88.19999694824219,1487,GOLD360
2025-03-24,87.55000305175781,87.55000305175781,87.05000305175781,87.25,1020,GOLD360
2025-03-25,87.0,90.19999694824219,86.44999694824219,90.19999694824219,548,GOLD360
2025-03-26,87.5,88.0,86.30000305175781,86.55000305175781,4261,GOLD360
2025-03-27,88.0,88.0,86.80000305175781,87.5,15252,GOLD360
2025-03-28,88.44999694824219,88.75,88.0,88.0,8588,GOLD360
2025-04-01,90.25,90.75,90.25,90.25,1696,GOLD360
2025-04-02,89.05000305175781,92.80000305175781,87.4000015258789,90.25,201,GOLD360
2025-04-03,90.80000305175781,91.0,89.44999694824219,89.44999694824219,811,GOLD360
2025-04-04,90.19999694824219,93.0,88.69999694824219,93.0,9191,GOLD360
2025-04-07,87.94999694824219,90.19999694824219,86.5,90.19999694824219,3224,GOLD360
2025-04-08,87.6500015258789,87.94999694824219,86.75,87.94999694824219,1144,GOLD360
2025-04-09,89.75,89.75,87.69999694824219,87.69999694824219,2715,GOLD360
2025-04-11,91.94999694824219,92.75,90.0999984741211,90.0999984741211,5245,GOLD360
2025-04-15,92.9000015258789,93.05000305175781,92.0,92.0,1550,GOLD360
2025-04-16,93.80000305175781,93.9000015258789,92.9000015258789,92.9000015258789,1694,GOLD360
2025-04-17,94.6500015258789,94.9000015258789,93.94999694824219,93.94999694824219,2070,GOLD360
