Date,Close,High,Low,Open,Volume,Ticker
,SUZLON.NS,SUZLON.NS,SUZLON.NS,SUZLON.NS,SUZLON.NS,
2024-01-01,38.5,38.599998474121094,38.0,38.5,35078873,SUZLON
2024-01-02,38.25,38.79999923706055,37.099998474121094,38.70000076293945,30864924,SUZLON
2024-01-03,37.79999923706055,38.25,37.70000076293945,38.25,21788140,SUZLON
2024-01-04,38.70000076293945,39.29999923706055,37.75,37.79999923706055,38232279,SUZLON
2024-01-05,40.599998474121094,40.599998474121094,38.70000076293945,38.900001525878906,75799676,SUZLON
2024-01-08,42.599998474121094,42.599998474121094,40.0,41.5,92602484,SUZLON
2024-01-09,43.54999923706055,44.0,41.5,43.25,103582158,SUZLON
2024-01-10,43.54999923706055,44.20000076293945,42.29999923706055,44.099998474121094,54417493,SUZLON
2024-01-11,43.599998474121094,44.0,42.70000076293945,43.900001525878906,48037394,SUZLON
2024-01-12,44.900001525878906,45.400001525878906,43.150001525878906,43.79999923706055,88210161,SUZLON
2024-01-15,43.849998474121094,45.70000076293945,43.70000076293945,45.20000076293945,73414515,SUZLON
2024-01-16,42.04999923706055,44.20000076293945,41.650001525878906,44.0,73662300,SUZLON
2024-01-17,40.900001525878906,42.650001525878906,40.349998474121094,41.5,62350656,SUZLON
2024-01-18,42.900001525878906,42.900001525878906,40.099998474121094,40.900001525878906,77361249,SUZLON
2024-01-19,41.849998474121094,44.45000076293945,41.45000076293945,43.5,118653572,SUZLON
2024-01-23,41.150001525878906,43.0,40.20000076293945,42.5,61821069,SUZLON
2024-01-24,41.20000076293945,41.599998474121094,40.349998474121094,41.599998474121094,33524849,SUZLON
2024-01-25,42.54999923706055,43.0,40.900001525878906,41.650001525878906,53839790,SUZLON
2024-01-29,43.25,43.849998474121094,42.54999923706055,43.0,64987571,SUZLON
2024-01-30,43.79999923706055,44.849998474121094,42.75,43.5,88270852,SUZLON
2024-01-31,45.95000076293945,45.95000076293945,44.20000076293945,44.400001525878906,145374835,SUZLON
2024-02-01,48.20000076293945,48.20000076293945,47.0,47.29999923706055,195541083,SUZLON
2024-02-02,48.599998474121094,50.599998474121094,48.0,49.900001525878906,219513812,SUZLON
2024-02-05,48.25,50.0,47.5,49.599998474121094,112297989,SUZLON
2024-02-06,48.0,48.79999923706055,47.20000076293945,48.79999923706055,53168885,SUZLON
2024-02-07,49.25,49.95000076293945,48.20000076293945,48.20000076293945,64866228,SUZLON
2024-02-08,49.349998474121094,49.75,48.5,49.5,53850076,SUZLON
2024-02-09,47.349998474121094,49.400001525878906,46.900001525878906,49.349998474121094,90732188,SUZLON
2024-02-12,45.0,48.20000076293945,45.0,47.95000076293945,65398403,SUZLON
2024-02-13,43.900001525878906,44.650001525878906,42.75,43.650001525878906,135410453,SUZLON
2024-02-14,46.04999923706055,46.04999923706055,42.04999923706055,42.45000076293945,59861806,SUZLON
2024-02-15,47.04999923706055,47.75,46.5,46.95000076293945,44781950,SUZLON
2024-02-16,46.849998474121094,47.70000076293945,46.0,47.70000076293945,23858185,SUZLON
2024-02-19,46.150001525878906,47.599998474121094,46.04999923706055,47.5,19476010,SUZLON
2024-02-20,45.79999923706055,46.849998474121094,45.599998474121094,46.650001525878906,20108565,SUZLON
2024-02-21,44.75,46.0,43.75,45.95000076293945,30440623,SUZLON
2024-02-22,44.79999923706055,45.29999923706055,43.79999923706055,44.849998474121094,23276564,SUZLON
2024-02-23,44.900001525878906,45.599998474121094,44.79999923706055,45.150001525878906,25286705,SUZLON
2024-02-26,43.75,45.75,43.349998474121094,45.75,30050547,SUZLON
