"SYMBOL","OPEN","HIGH","LOW","PREV. CLOSE","LTP","INDICATIVE CLOSE","CHNG","%CHNG","VOLUME (shares)","VALUE (₹ Crores)","52W H","52W L","30 D %CHNG","365 D %CHNG","18-Apr-2024"
"COFORGE","6,339.50","6,668.00","6,251.00","6,408.00","6,650.00","-","242.00","3.78","16,95,464","1,099.01","10,026.80","4,287.25","-12.59","26.75"
"SUNPHARMA","1,695.00","1,758.00","1,687.40","1,693.10","1,757.00","-","63.90","3.77","26,83,908","465.16","1,960.35","1,377.20","1.11","15.50"
"CREDITACC","1,073.95","1,139.10","1,056.05","1,082.15","1,122.85","-","40.70","3.76","9,30,944","102.46","1,551.95","750.20","18.73","-21.40"
"ICICIBANK","1,362.00","1,408.90","1,360.10","1,356.40","1,407.00","-","50.60","3.73","1,74,90,424","2,434.51","1,408.90","1,048.10","7.13","33.28"
"JINDALSAW","257.90","271.70","255.60","257.90","267.50","-","9.60","3.72","12,91,814","34.26","383.85","217.65","0.54","-44.55"
"POLYMED","2,347.50","2,445.00","2,302.20","2,320.40","2,406.00","-","85.60","3.69","2,51,423","60.27","3,357.80","1,488.60","6.35","52.39"
"GUJGASLTD","425.00","446.85","425.00","429.25","445.00","-","15.75","3.67","8,14,179","35.84","689.95","360.25","13.22","-19.53"
"SWSOLAR","283.10","298.25","281.90","280.70","290.50","-","9.80","3.49","82,43,580","240.04","828.00","218.45","20.82","-45.90"
"ABB","5,422.50","5,645.00","5,294.50","5,379.50","5,565.00","-","185.50","3.45","11,43,784","634.73","9,149.95","4,684.45","1.75","-12.53"
"NH","1,810.00","1,861.00","1,800.00","1,793.30","1,855.00","-","61.70","3.44","12,48,178","229.67","1,861.00","1,080.00","12.73","49.73"
"GODFRYPHLP","7,344.50","7,710.00","7,274.00","7,344.50","7,590.00","-","245.50","3.34","1,10,850","83.47","8,480.00","2,920.00","25.36","154.58"
"J&KBANK","98.24","102.95","97.50","98.24","101.50","-","3.26","3.32","59,37,892","59.68","147.20","86.61","9.78","-22.10"
"BHARTIARTL","1,834.00","1,897.70","1,825.70","1,822.60","1,882.90","-","60.30","3.31","1,08,94,325","2,033.61","1,897.70","1,212.05","15.39","49.25"
"AUROPHARMA","1,133.50","1,174.00","1,131.40","1,133.40","1,170.60","-","37.20","3.28","7,69,623","89.23","1,592.00","1,010.00","0.67","5.12"
"JINDALSTEL","851.95","895.95","848.35","854.25","882.00","-","27.75","3.25","28,42,300","250.49","1,097.00","723.35","-4.68","-2.67"
"BAJAJHLDNG","11,668.00","12,017.00","11,503.00","11,585.00","11,960.00","-","375.00","3.24","76,485","90.54","13,238.00","7,659.95","0.72","50.94"
"POWERINDIA","12,720.00","13,350.00","12,603.00","12,695.00","13,100.00","-","405.00","3.19","1,19,534","156.40","16,549.95","7,198.95","11.91","59.33"
"CGPOWER","598.00","622.95","596.15","598.75","617.80","-","19.05","3.18","34,34,021","210.76","874.70","490.05","-6.55","17.16"
"DMART","4,221.00","4,397.00","4,192.20","4,221.50","4,354.00","-","132.50","3.14","10,20,665","441.37","5,484.85","3,340.00","13.31","-5.84"
"BAJAJFINSV","1,961.50","2,039.70","1,955.00","1,969.20","2,031.00","-","61.80","3.14","21,04,540","421.97","2,039.70","1,419.05","10.48","27.69"
"CHAMBLFERT","654.75","675.00","654.75","654.75","675.00","-","20.25","3.09","35,46,717","237.78","675.00","333.40","14.76","84.32"
"KPRMILL","1,039.90","1,072.00","1,031.85","1,033.85","1,065.70","-","31.85","3.08","3,94,868","41.55","1,194.00","743.00","17.73","28.09"
"INDUSTOWER","385.90","398.85","384.50","386.10","397.90","-","11.80","3.06","92,88,018","366.64","460.35","292.00","17.27","15.53"
"PERSISTENT","4,650.00","4,855.00","4,555.00","4,705.50","4,848.00","-","142.50","3.03","6,32,950","298.88","6,788.90","3,232.05","-8.42","25.81"
"LTF","159.00","165.35","158.00","158.60","163.25","-","4.65","2.93","88,73,598","144.46","194.25","129.20","11.89","-"
"NAM-INDIA","581.00","601.85","578.60","581.00","598.00","-","17.00","2.93","9,01,102","53.21","816.25","498.05","5.87","7.80"
"LATENTVIEW","383.00","395.85","381.00","383.20","394.40","-","11.20","2.92","2,95,084","11.54","575.00","341.20","5.50","-23.75"
"KOTAKBANK","2,115.00","2,193.90","2,097.70","2,123.40","2,185.10","-","61.70","2.91","53,88,632","1,162.06","2,202.50","1,543.85","8.24","22.46"
"CRAFTSMAN","4,664.00","4,810.00","4,556.20","4,588.70","4,721.50","-","132.80","2.89","28,219","13.35","7,121.25","3,700.00","0.56","9.49"
"SBIN","772.00","801.00","767.15","771.75","793.85","-","22.10","2.86","2,70,34,818","2,129.07","912.00","680.00","7.03","7.07"
"ALKYLAMINE","1,830.90","1,917.00","1,805.40","1,831.30","1,883.00","-","51.70","2.82","1,33,765","25.13","2,498.85","1,508.00","18.19","-7.72"
"TECHNOE","1,030.00","1,096.00","1,029.00","1,033.30","1,061.80","-","28.50","2.76","5,11,917","54.75","1,822.00","785.15","2.47","15.40"
"AIIL","1,718.20","1,776.60","1,701.60","1,722.40","1,770.00","-","47.60","2.76","22,848","4.00","1,988.00","732.20","14.89","-"
"BAYERCROP","4,899.50","5,095.00","4,822.90","4,860.00","4,993.00","-","133.00","2.74","50,041","25.17","7,196.85","4,217.45","1.27","-9.99"
"RELIANCE","1,240.20","1,280.20","1,227.60","1,239.30","1,273.00","-","33.70","2.72","1,53,98,401","1,940.78","1,608.80","1,114.85","2.19","-56.48"
"SBILIFE","1,558.00","1,615.00","1,549.40","1,565.40","1,607.50","-","42.10","2.69","15,00,299","237.98","1,936.00","1,307.70","8.30","10.38"
"NIACL","168.30","178.98","165.50","166.80","171.29","-","4.49","2.69","60,26,641","105.27","310.11","135.60","12.83","-21.70"
"GRAVITA","1,923.50","2,025.00","1,897.80","1,923.50","1,975.00","-","51.50","2.68","5,36,307","106.28","2,700.00","885.05","14.65","100.54"
"GICRE","418.90","438.60","417.05","417.35","428.45","-","11.10","2.66","23,29,842","100.43","525.50","316.50","2.57","29.65"
"SCHAEFFLER","3,200.00","3,287.60","3,164.20","3,195.20","3,280.00","-","84.80","2.65","47,414","15.32","4,951.00","2,823.00","-5.97","0.15"
"AXISBANK","1,155.60","1,199.20","1,153.60","1,161.30","1,190.10","-","28.80","2.48","1,34,46,336","1,590.39","1,339.65","933.50","13.19","16.29"
"PREMIERENE","940.00","974.85","936.80","940.75","964.00","-","23.25","2.47","15,54,139","149.10","1,388.00","774.05","3.93","-"
"KAJARIACER","791.05","820.45","791.05","791.05","810.55","-","19.50","2.47","4,09,368","33.21","1,578.70","758.70","-10.12","-33.79"
"ARE&M","999.90","1,033.00","994.10","995.80","1,020.00","-","24.20","2.43","8,84,748","90.28","1,775.95","832.30","-3.89","2.60"
"KEI","2,785.00","2,878.30","2,782.40","2,754.90","2,821.50","-","66.60","2.42","11,11,301","316.25","5,039.70","2,424.00","-13.93","-25.49"
"MAPMYINDIA","1,734.00","1,791.00","1,724.80","1,733.90","1,775.50","-","41.60","2.40","69,305","12.16","2,747.85","1,513.00","9.55","-9.10"
"MANKIND","2,509.90","2,600.00","2,500.00","2,520.00","2,578.50","-","58.50","2.32","4,89,420","125.62","3,054.80","1,901.05","19.42","7.76"
"GNFC","497.00","515.00","493.05","495.60","507.00","-","11.40","2.30","17,24,579","87.82","776.60","449.00","4.41","-24.58"
"ADANIPORTS","1,232.90","1,282.50","1,218.60","1,232.90","1,261.00","-","28.10","2.28","42,80,765","536.48","1,621.40","995.65","7.32","-2.79"
"CAMPUS","237.50","245.86","236.00","236.93","242.33","-","5.40","2.28","10,17,232","24.70","371.90","210.00","-3.57","1.20"
"INDIGO","5,244.00","5,400.00","5,178.50","5,244.50","5,360.00","-","115.50","2.20","11,72,355","622.59","5,400.00","3,441.05","7.74","49.47"
"DLF","660.00","673.20","656.50","656.25","670.70","-","14.45","2.20","34,23,114","227.87","929.00","601.20","-4.04","-21.80"
"ASTRAZEN","8,506.00","8,780.00","8,505.00","8,514.50","8,702.00","-","187.50","2.20","31,889","27.70","9,167.50","4,800.15","10.69","67.41"
"GRASIM","2,701.00","2,772.00","2,686.90","2,702.80","2,761.90","-","59.10","2.19","10,61,496","291.67","2,877.75","2,171.60","12.31","24.02"
"ASHOKLEY","214.29","219.40","212.83","214.40","219.09","-","4.69","2.19","63,72,845","138.48","264.65","166.25","6.46","29.04"
"DEEPAKFERT","1,258.70","1,315.00","1,258.70","1,258.70","1,286.30","-","27.60","2.19","6,11,237","79.25","1,443.10","503.30","18.26","136.36"
"TVSMOTOR","2,600.00","2,690.00","2,600.00","2,614.20","2,670.90","-","56.70","2.17","8,91,895","237.62","2,958.00","1,873.00","15.50","38.06"
"UNOMINDA","852.95","878.90","845.60","852.95","871.40","-","18.45","2.16","4,83,085","41.90","1,255.00","707.20","-13.67","21.45"
"AJANTPHARM","2,650.00","2,705.00","2,636.10","2,635.00","2,691.50","-","56.50","2.14","96,775","26.03","3,485.00","2,051.60","2.75","29.62"
"NTPCGREEN","106.00","110.95","105.12","105.76","108.00","-","2.24","2.12","3,17,04,465","344.53","155.35","84.55","8.65","-"
"HOMEFIRST","1,175.80","1,224.00","1,145.80","1,175.10","1,200.00","-","24.90","2.12","5,48,373","65.04","1,383.30","776.65","21.32","36.42"
"SHRIRAMFIN","677.00","695.65","668.55","676.05","690.00","-","13.95","2.06","57,71,289","394.94","730.45","438.60","3.56","-70.83"
"INDIAMART","2,131.00","2,200.00","2,131.00","2,148.20","2,192.00","-","43.80","2.04","74,194","16.19","3,198.40","1,900.10","5.14","-13.50"
"MOTILALOFS","636.00","656.45","631.80","639.35","652.30","-","12.95","2.03","15,39,377","99.66","1,064.00","474.80","4.19","-68.67"
"NBCC","96.20","99.90","96.00","95.80","97.73","-","1.93","2.01","4,81,87,798","476.19","139.83","70.80","18.08","-21.09"
"ADANIENSOL","896.05","937.00","891.65","895.15","913.00","-","17.85","1.99","38,49,304","354.31","1,348.00","588.00","12.32","-12.00"
"SBICARD","888.00","908.00","882.25","888.65","905.50","-","16.85","1.90","16,15,410","145.47","908.00","647.95","7.07","24.84"
"AFFLE","1,537.30","1,570.00","1,516.20","1,538.70","1,567.00","-","28.30","1.84","1,29,452","20.01","1,884.00","1,050.00","5.74","44.71"
"CRISIL","4,509.70","4,577.70","4,444.60","4,468.70","4,549.90","-","81.20","1.82","73,626","33.41","6,950.00","3,880.00","3.96","0.53"
"FORTIS","651.15","667.00","645.40","649.95","661.70","-","11.75","1.81","17,37,247","114.40","744.50","406.00","8.97","52.40"
"CANFINHOME","703.45","720.00","690.30","697.40","710.00","-","12.60","1.81","7,74,073","54.73","951.75","558.50","7.80","-6.63"
"CGCL","163.38","170.75","162.36","163.20","166.10","-","2.90","1.78","28,06,811","46.70","244.75","151.09","2.36","-27.64"
"HUDCO","224.30","231.88","223.75","224.16","228.10","-","3.94","1.76","99,55,818","227.87","353.70","158.85","13.81","18.45"
"HYUNDAI","1,639.50","1,699.90","1,639.50","1,636.30","1,665.00","-","28.70","1.75","14,40,046","239.34","1,970.00","1,541.70","2.87","-"
"MAHABANK","47.90","48.90","47.60","47.52","48.35","-","0.83","1.75","1,35,07,204","65.21","73.50","42.00","1.81","-21.11"
"HDFCAMC","4,130.00","4,252.90","4,061.10","4,130.00","4,200.00","-","70.00","1.69","7,85,102","326.51","4,864.00","3,415.55","6.09","11.81"
"UBL","2,123.00","2,158.90","2,090.00","2,109.40","2,145.00","-","35.60","1.69","1,52,003","32.39","2,299.70","1,810.00","12.69","16.66"
"MRF","1,24,100.00","1,26,860.00","1,23,990.00","1,24,490.00","1,26,570.00","-","2,080.00","1.67","15,654","197.44","1,43,849.90","1,02,124.05","15.06","-2.13"
"KARURVYSYA","218.90","225.60","217.79","218.46","222.10","-","3.64","1.67","49,78,798","110.63","246.00","164.10","10.67","18.06"
"SWIGGY","337.00","350.70","329.45","336.25","341.80","-","5.55","1.65","1,01,07,653","345.32","617.30","306.95","-5.49","-"
"IOB","36.50","37.47","36.28","36.44","37.04","-","0.60","1.65","92,90,057","34.32","75.55","33.50","-15.42","-39.72"
"TRENT","5,052.00","5,144.00","4,954.00","5,035.50","5,117.50","-","82.00","1.63","14,64,066","743.46","8,345.00","3,912.40","-1.92","25.53"
"JIOFIN","242.94","248.00","238.30","242.28","246.20","-","3.92","1.62","3,04,22,206","740.99","394.70","198.65","7.70","-34.87"
"NUVAMA","5,892.00","6,000.00","5,851.00","5,878.50","5,974.00","-","95.50","1.62","43,108","25.56","7,648.00","4,120.00","5.91","12.88"
"INDIACEM","282.50","304.00","282.15","282.50","287.05","-","4.55","1.61","55,45,649","163.89","385.00","172.55","4.99","30.06"
"ICICIPRULI","584.50","598.95","579.45","586.30","595.65","-","9.35","1.59","19,11,286","113.15","796.80","515.45","5.80","-1.14"
"M&M","2,632.00","2,682.80","2,602.40","2,634.60","2,675.30","-","40.70","1.54","26,38,979","700.27","3,270.95","1,998.20","-3.93","32.32"
"GRAPHITE","474.05","487.50","467.55","474.00","481.30","-","7.30","1.54","10,28,096","49.56","709.40","365.75","4.57","-28.08"
"TITAN","3,250.00","3,334.80","3,211.20","3,272.10","3,322.00","-","49.90","1.53","10,83,612","356.35","3,867.00","2,925.00","8.17","-5.61"
"OIL","380.00","386.70","377.20","378.30","384.05","-","5.75","1.52","24,32,713","93.20","767.90","325.00","-0.38","-36.27"
"ELECON","464.30","476.00","461.95","464.45","471.50","-","7.05","1.52","5,77,164","27.25","739.10","376.95","9.04","-55.68"
"RAYMONDLSL","1,048.00","1,088.80","1,046.00","1,043.10","1,059.00","-","15.90","1.52","1,67,918","17.83","3,100.00","914.05","-5.62","-"
"SAGILITY","42.69","43.89","42.28","42.75","43.39","-","0.64","1.50","70,29,408","30.46","56.40","27.02","0.49","-"
"HDFCBANK","1,882.00","1,919.70","1,876.70","1,878.00","1,905.80","-","27.80","1.48","1,78,51,542","3,394.31","1,919.70","1,426.80","9.32","27.56"
"ULTRACEMCO","11,667.00","11,922.00","11,600.00","11,728.00","11,900.00","-","172.00","1.47","2,90,473","342.92","12,145.35","9,250.00","8.85","26.84"
"SAREGAMA","545.00","558.00","545.00","548.05","556.00","-","7.95","1.45","3,18,877","17.58","688.90","383.10","10.29","30.05"
"SUZLON","54.33","55.72","54.01","54.34","55.10","-","0.76","1.40","5,42,79,879","298.43","86.04","37.90","-4.66","-"
"LICHSGFIN","597.90","607.70","595.00","593.95","602.25","-","8.30","1.40","22,53,697","135.96","826.75","483.70","9.94","-5.91"
"KIMS","649.00","657.50","640.50","645.45","654.50","-","9.05","1.40","3,75,900","24.45","674.30","350.00","10.85","-66.40"
"CANBK","94.98","96.60","94.60","94.70","96.00","-","1.30","1.37","3,17,63,625","304.17","128.90","78.60","12.21","-83.54"
"NESTLEIND","2,372.00","2,423.20","2,358.60","2,383.30","2,415.60","-","32.30","1.36","9,07,921","218.38","2,778.00","2,110.00","10.65","-1.87"
"STARHEALTH","382.25","395.90","382.25","386.15","391.35","-","5.20","1.35","9,30,541","36.46","647.00","327.30","9.62","-31.33"
"CUB","172.80","179.14","172.15","172.83","175.15","-","2.32","1.34","38,90,991","68.58","187.90","130.40","14.28","16.48"
"LTFOODS","350.20","361.00","350.00","351.35","356.05","-","4.70","1.34","7,23,388","25.77","451.60","186.30","-3.93","75.04"
"VTL","496.00","504.05","489.80","496.40","503.05","-","6.65","1.34","3,43,261","17.08","592.00","361.10","29.95","6.77"
"MAHSEAMLES","690.00","708.40","686.60","688.60","697.55","-","8.95","1.30","1,72,281","12.04","942.00","566.50","-0.29","-19.03"
"SYRMA","496.60","508.95","491.00","494.70","501.10","-","6.40","1.29","6,66,574","33.47","647.10","370.00","6.89","5.86"
"MUTHOOTFIN","2,081.00","2,136.00","2,080.90","2,080.70","2,107.40","-","26.70","1.28","12,89,031","272.73","2,435.40","1,509.70","-12.62","27.54"
"PHOENIXLTD","1,590.00","1,630.00","1,584.20","1,598.70","1,619.00","-","20.30","1.27","2,27,378","36.65","2,068.50","1,338.05","3.80","-48.84"
"BAJFINANCE","9,040.00","9,190.00","8,952.00","9,056.50","9,170.00","-","113.50","1.25","11,41,513","1,036.41","9,290.00","6,375.70","4.93","32.92"
"GAIL","184.70","188.70","183.81","184.70","187.00","-","2.30","1.25","1,94,77,011","364.18","246.30","150.52","12.67","-8.14"
"VBL","550.00","568.50","549.25","549.20","556.00","-","6.80","1.24","84,81,820","476.32","681.12","419.55","2.93","-60.17"
"NTPC","359.25","365.45","357.25","359.30","363.75","-","4.45","1.24","1,22,88,196","445.14","448.45","292.80","6.65","3.66"
"IRCTC","759.00","770.75","755.00","760.60","770.00","-","9.40","1.24","9,73,140","74.53","1,138.90","656.00","7.21","-22.51"
"SUNDARMFIN","5,177.00","5,313.60","5,130.60","5,179.30","5,243.00","-","63.70","1.23","1,24,432","65.26","5,535.85","3,732.90","10.88","14.52"
"NSLNISP","35.60","36.44","35.59","35.76","36.20","-","0.44","1.23","27,78,124","9.99","68.95","32.13","-","-43.64"
"BHARATFORG","1,049.10","1,071.90","1,041.00","1,055.10","1,068.00","-","12.90","1.22","12,23,336","129.46","1,804.50","919.10","-5.97","-9.95"
"APLAPOLLO","1,568.00","1,604.40","1,561.30","1,568.10","1,587.00","-","18.90","1.21","6,13,416","97.31","1,728.95","1,272.70","6.47","3.77"
"CIPLA","1,498.00","1,522.00","1,486.00","1,496.40","1,514.10","-","17.70","1.18","12,11,601","183.19","1,702.05","1,317.25","1.07","12.46"
"TATACONSUM","1,104.00","1,133.80","1,094.50","1,105.90","1,119.00","-","13.10","1.18","15,41,674","172.29","1,250.10","882.90","17.93","-1.26"
"ABCAPITAL","196.00","199.00","195.50","195.82","198.13","-","2.31","1.18","56,30,583","111.25","246.90","149.01","16.04","-1.87"
"APOLLOTYRE","448.90","454.90","443.85","448.20","453.50","-","5.30","1.18","13,23,859","59.60","584.90","370.90","6.28","-4.53"
"HAVELLS","1,613.60","1,646.80","1,609.00","1,613.90","1,632.80","-","18.90","1.17","14,68,556","240.35","2,106.00","1,381.30","5.17","9.69"
"JKTYRE","303.00","309.70","301.00","303.45","307.00","-","3.55","1.17","11,31,356","34.64","511.00","243.00","8.79","-24.28"
"JBCHEPHARM","1,643.00","1,658.90","1,600.10","1,628.00","1,647.00","-","19.00","1.17","1,04,550","17.07","2,030.00","1,385.75","2.94","-8.43"
"NATIONALUM","151.19","154.40","150.54","151.22","152.97","-","1.75","1.16","1,20,73,311","184.58","262.99","137.75","-17.97","-15.69"
"SONACOMS","445.00","452.50","435.85","446.80","451.90","-","5.10","1.14","25,82,488","115.50","768.65","380.00","-11.07","-33.33"
"YESBANK","17.84","18.15","17.72","17.87","18.07","-","0.20","1.12","9,92,08,246","178.57","28.55","16.02","6.22","-24.31"
"PETRONET","300.40","305.45","299.25","300.45","303.75","-","3.30","1.10","23,78,063","72.13","384.20","253.40","2.17","0.65"
"HONASA","230.25","239.43","229.28","230.10","232.60","-","2.50","1.09","23,20,665","54.33","547.00","197.51","6.29","-38.98"
"ZYDUSLIFE","830.00","839.15","816.10","822.10","830.90","-","8.80","1.07","40,90,722","338.89","1,324.30","795.00","-8.61","-11.25"
"ONGC","241.00","244.61","239.26","241.22","243.78","-","2.56","1.06","1,28,91,813","312.88","345.00","205.00","4.70","-11.18"
"BANKINDIA","116.00","117.80","114.80","115.48","116.70","-","1.22","1.06","1,70,71,220","198.91","157.95","90.05","13.46","-15.02"
"KIRLOSBROS","1,646.20","1,662.80","1,629.30","1,633.20","1,650.30","-","17.10","1.05","63,402","10.46","2,684.00","1,142.05","-1.19","41.07"
"GMRAIRPORT","85.50","87.50","85.49","85.64","86.53","-","0.89","1.04","85,28,599","73.92","103.75","67.75","12.85","-"
"INFY","1,398.00","1,429.80","1,378.30","1,413.10","1,427.70","-","14.60","1.03","1,42,64,227","1,997.23","2,006.45","1,307.00","-10.53","0.02"
"CARBORUNIV","1,020.00","1,035.50","996.40","1,007.70","1,018.00","-","10.30","1.02","2,38,158","24.15","1,841.15","809.10","4.12","-16.91"
"ZEEL","112.65","114.85","112.00","112.62","113.75","-","1.13","1.00","1,49,46,889","169.95","168.70","89.32","13.96","-21.07"
"THERMAX","3,335.00","3,412.60","3,311.50","3,366.40","3,400.00","-","33.60","1.00","43,338","14.63","5,839.95","2,950.05","0.26","-28.43"
"APOLLOHOSP","7,038.00","7,092.00","7,000.00","7,005.50","7,075.00","-","69.50","0.99","5,33,349","375.67","7,545.35","5,693.20","10.05","16.45"
"360ONE","954.95","990.60","950.05","943.75","953.00","-","9.25","0.98","27,54,876","268.01","1,318.00","691.40","3.57","19.69"
"HFCL","82.60","84.40","82.07","82.39","83.20","-","0.81","0.98","1,21,34,499","101.19","171.00","71.60","1.57","-9.75"
"TORNTPHARM","3,226.80","3,266.80","3,201.40","3,222.70","3,254.00","-","31.30","0.97","2,02,256","65.24","3,590.70","2,505.30","1.99","27.80"
"MINDACORP","507.40","514.40","504.25","507.10","512.00","-","4.90","0.97","1,77,698","9.04","652.00","388.80","-3.70","26.45"
"GODIGIT","297.85","299.70","294.05","295.35","298.20","-","2.85","0.96","3,02,927","9.01","407.40","264.60","-2.34","-"
"APTUS","321.40","323.85","318.00","319.95","323.00","-","3.05","0.95","5,08,659","16.31","401.65","267.95","7.32","2.26"
"POLICYBZR","1,649.60","1,674.80","1,632.80","1,649.60","1,665.00","-","15.40","0.93","14,25,039","234.68","2,246.90","1,159.05","6.25","36.11"
"SOLARINDS","12,128.00","12,349.00","12,051.00","12,128.00","12,240.00","-","112.00","0.92","90,971","111.41","13,298.00","7,888.25","18.64","43.76"
"MOTHERSON","128.40","130.00","126.86","128.34","129.50","-","1.16","0.90","95,79,498","123.61","216.99","107.25","0.51","3.04"
"RADICO","2,428.00","2,496.00","2,420.00","2,438.00","2,460.00","-","22.00","0.90","1,57,061","38.74","2,637.70","1,429.85","8.27","41.24"
"POWERGRID","305.45","309.80","302.00","305.75","308.45","-","2.70","0.88","85,28,993","262.06","366.25","247.30","11.47","10.32"
"RVNL","365.00","374.25","362.40","367.05","370.25","-","3.20","0.87","62,03,259","229.51","647.00","248.25","4.86","42.69"
"INDIANB","569.00","576.70","563.65","568.15","573.10","-","4.95","0.87","25,06,225","143.17","632.70","473.90","9.51","12.51"
"INTELLECT","745.85","761.80","734.00","750.50","757.00","-","6.50","0.87","4,82,323","36.22","1,143.15","577.40","11.42","-24.99"
"M&MFIN","272.55","276.00","270.50","272.65","275.00","-","2.35","0.86","9,80,843","26.90","343.00","237.95","-4.06","-5.36"
"PNCINFRA","272.00","279.85","269.75","273.55","275.90","-","2.35","0.86","6,43,653","17.80","574.80","244.00","3.89","-36.69"
"EICHERMOT","5,615.50","5,715.50","5,576.00","5,615.50","5,663.00","-","47.50","0.85","5,64,357","319.57","5,715.50","4,206.30","11.32","30.50"
"UNITDSPR","1,511.90","1,526.50","1,500.20","1,503.20","1,516.00","-","12.80","0.85","5,69,237","86.37","1,700.00","1,118.30","12.65","-"
"TRIDENT","27.06","27.38","26.73","27.04","27.27","-","0.23","0.85","88,05,005","23.92","41.78","23.11","5.25","-29.51"
"GSPL","311.60","314.25","304.80","310.00","312.60","-","2.60","0.84","9,02,316","28.04","469.70","260.05","13.15","-18.72"
"IDEA","7.24","7.35","7.18","7.27","7.33","-","0.06","0.83","48,10,25,151","350.19","19.18","6.61","-1.75","-44.62"
"ADANIPOWER","547.70","561.35","542.15","545.55","550.00","-","4.45","0.82","65,91,016","363.39","895.85","432.00","5.51","-8.09"
"TATAMOTORS","616.05","627.00","608.25","616.05","621.00","-","4.95","0.80","1,43,42,652","888.37","1,179.00","535.75","-8.90","-36.01"
"CDSL","1,230.00","1,249.80","1,218.00","1,232.20","1,242.00","-","9.80","0.80","40,32,112","499.58","1,989.80","917.63","5.85","-36.82"
"TANLA","505.00","505.00","482.55","480.10","483.90","-","3.80","0.79","26,33,237","129.14","1,086.45","409.35","-6.92","-48.01"
"VMM","107.87","111.18","107.72","107.87","108.70","-","0.83","0.77","1,37,15,696","150.37","126.87","95.99","9.18","-"
"JUSTDIAL","924.00","925.00","901.00","916.95","924.00","-","7.05","0.77","2,71,240","24.81","1,395.00","751.80","7.74","-8.66"
"BIKAJI","712.05","720.90","705.85","712.15","717.60","-","5.45","0.77","1,45,734","10.41","1,007.95","505.00","1.92","37.76"
"RAYMOND","1,512.50","1,544.00","1,500.80","1,512.50","1,524.00","-","11.50","0.76","3,99,416","60.96","3,496.00","1,216.10","7.60","-20.21"
"SIGNATURE","1,127.00","1,141.40","1,119.00","1,126.40","1,135.00","-","8.60","0.76","2,41,193","27.33","1,647.00","1,010.80","2.04","-11.06"
"RITES","233.00","235.44","231.00","232.72","234.50","-","1.78","0.76","7,79,832","18.20","398.45","192.40","2.23","-64.15"
"IDBI","81.50","82.90","81.25","81.54","82.14","-","0.60","0.74","49,57,454","40.78","107.90","65.89","9.76","-3.24"
